-2.676608812960920014e-01,-3.794297556647197034e-01,-2.498824804626493534e-01,-8.059764146733686685e-01
-2.494930865672829734e-01,-3.796666834522851586e-01,-2.318104340019581933e-01,-9.000860576088542953e-01
-2.305765584799533419e-01,-3.805503600653672436e-01,-2.160868589253912286e-01,-9.937096086949432916e-01
-2.136028221791118342e-01,-3.823881512824294782e-01,-2.039642733044821077e-01,-1.091922771196264463e+00
-1.980458068409612915e-01,-3.845397117316729507e-01,-1.906450855973762237e-01,-1.186744595213423903e+00
-1.839887050608929042e-01,-3.871555225754703677e-01,-1.755589527536435268e-01,-1.278570736902907345e+00
-1.709568296769686802e-01,-3.901139181931803646e-01,-1.563685865862262658e-01,-1.365852485023614449e+00
-1.584828340503736388e-01,-3.932740226030067565e-01,-1.322240641180131293e-01,-1.447640264799979315e+00
-1.463611835336706413e-01,-3.963508821144993144e-01,-1.030806525607351892e-01,-1.523368853151308544e+00
-1.348903927338515885e-01,-3.991587965698363827e-01,-6.899426789972859519e-02,-1.592326068995928656e+00
-1.247482366192504549e-01,-4.018034229553648085e-01,-3.186605363642778382e-02,-1.655766707572979834e+00
-1.161598245656315781e-01,-4.044192337991622255e-01,5.016130291393891376e-03,-1.717036889520166199e+00
-1.085966389081570727e-01,-4.069357911103310133e-01,3.948274365268721053e-02,-1.778668814238997253e+00
-1.015375025051113433e-01,-4.094811639632308098e-01,7.085161142634975595e-02,-1.841284227118235028e+00
-9.480134911946677678e-02,-4.125452165672871541e-01,1.002075037279055308e-01,-1.903300503531937693e+00
-8.854477657784189104e-02,-4.164000957055151719e-01,1.302791206417658332e-01,-1.961428045150468424e+00
-8.332321779652492044e-02,-4.210329944704784833e-01,1.618828355538410868e-01,-2.014378143349845995e+00
-7.930550480733911112e-02,-4.260212849167900329e-01,1.927037266712079977e-01,-2.064468212760912635e+00
-7.583099052923693295e-02,-4.304972990656626974e-01,2.205834369598853872e-01,-2.114128712630653162e+00
-7.241275359507588771e-02,-4.341792849535049958e-01,2.454101344492013448e-01,-2.163698776807482460e+00
-6.914377396441068191e-02,-4.376051326926277962e-01,2.692638937936654431e-01,-2.211629694050300188e+00
-6.616352157657372224e-02,-4.410021648900196434e-01,2.961482995433570853e-01,-2.254846650800133467e+00
-6.350869904717874881e-02,-4.442006900221538435e-01,3.296643411539333934e-01,-2.289969613034434914e+00
-6.111324166812098085e-02,-4.469381664865932358e-01,3.706060256171698764e-01,-2.315913352438270678e+00
-5.874714638155415641e-02,-4.488207818796812187e-01,4.168485454902874920e-01,-2.334531800716318717e+00
-5.635902952561912954e-02,-4.497973085716742703e-01,4.650816744413772130e-01,-2.348696291118500756e+00
-5.408836103964810571e-02,-4.501334898918685767e-01,5.131694218305925537e-01,-2.360317277657560719e+00
-5.193514092364108492e-02,-4.499381845534698998e-01,5.609664060960590781e-01,-2.369959983414194227e+00
-4.992873127008917722e-02,-4.495091531543649044e-01,6.094231989884939527e-01,-2.376776573767358958e+00
-4.821104885936541851e-02,-4.493522685382742576e-01,6.593338074996726306e-01,-2.379693124863738074e+00
-4.702677779556155291e-02,-4.498389310208412151e-01,7.103068197322408572e-01,-2.379455731169846100e+00
-4.647379172031428779e-02,-4.507930456248210316e-01,7.613021983589435271e-01,-2.377511363772260911e+00
-4.617283027228149400e-02,-4.513437426445679468e-01,8.122081114091080911e-01,-2.373724369131612999e+00
-4.575197361324379042e-02,-4.509691406020658322e-01,8.634607035683580234e-01,-2.367597350936894163e+00
-4.521366858424199359e-02,-4.497620895762253213e-01,9.150678030746396407e-01,-2.359175527034559572e+00
-4.486377031539089122e-02,-4.481260071512795928e-01,9.667822612727673404e-01,-2.348583246502361277e+00
-4.539473482126986370e-02,-4.469157543985802228e-01,1.018491127872361179e+00,-2.336283992266469323e+00
-4.705613988805257275e-02,-4.463650573788333076e-01,1.070836318385081976e+00,-2.322130806325900299e+00
-4.913595477283199536e-02,-4.457343171876115839e-01,1.124723671773378175e+00,-2.305015851442498764e+00
-5.087810559396495347e-02,-4.445592834303612184e-01,1.180357840543579950e+00,-2.284769560692053947e+00
-5.191067251323196879e-02,-4.427631146624659286e-01,1.237262420500622628e+00,-2.262997167623735262e+00
-5.230461392081956623e-02,-4.405058972268755535e-01,1.295106389011315029e+00,-2.241507386095765053e+00
-5.280866317524851583e-02,-4.385240283011588858e-01,1.354350493794828303e+00,-2.221012397189814802e+00
-5.432325777957620200e-02,-4.376179396000637878e-01,1.415390620027343394e+00,-2.201670463368479158e+00
