-3.748633682994012006e-01,-1.890207916750629435e-01,3.815276380217795249e-01,-4.155318370319307508e-01
-3.715187394712773372e-01,-1.778835087598444331e-01,3.856398185810271384e-01,-4.468823109978762309e-01
-3.664751933121834226e-01,-1.752949103392824892e-01,4.291984920461712760e-01,-4.786740176235971811e-01
-3.608393993792025634e-01,-1.666119492365869814e-01,4.604530415315343239e-01,-5.213654887436940388e-01
-3.548599531090574355e-01,-1.610969789809595099e-01,5.060706365563389930e-01,-5.653150784451511646e-01
-3.488683062509535526e-01,-1.539742850195089663e-01,5.482134825669229272e-01,-6.135175555620662191e-01
-3.428867553969627280e-01,-1.484412169621838473e-01,5.955780669862993371e-01,-6.623983611503132529e-01
-3.369680564229907138e-01,-1.429122220088525352e-01,6.419114677600777918e-01,-7.126736961873307852e-01
-3.311263352465932397e-01,-1.384411148607375686e-01,6.898911645284440119e-01,-7.628902330551735611e-01
-3.254628947765457747e-01,-1.344617662912453160e-01,7.371941746437394860e-01,-8.130899029605382911e-01
-3.201102855496011368e-01,-1.312774197395701892e-01,7.845485047259272982e-01,-8.626535633670592285e-01
-3.151837345630137954e-01,-1.286133048945489465e-01,8.310631637984950970e-01,-9.115311846603534329e-01
-3.107111594100411267e-01,-1.264950116204718866e-01,8.769149070321541339e-01,-9.594663130390712613e-01
-3.066753489327425641e-01,-1.248316083740073773e-01,9.217400116435199298e-01,-1.006359642729038884e+00
-3.030466245099785461e-01,-1.237177864504990371e-01,9.655289623063035842e-01,-1.052010933754935706e+00
-2.997961890488812231e-01,-1.232114738675970239e-01,1.008098600110620024e+00,-1.096284420724876307e+00
-2.968978668809035271e-01,-1.233419334907931292e-01,1.049403979496733585e+00,-1.139065328034109426e+00
-2.942820518997149026e-01,-1.240114514395920797e-01,1.089376875331629746e+00,-1.180328175670277924e+00
-2.918018488130735277e-01,-1.250941104864525533e-01,1.128037646987033016e+00,-1.220085677952357672e+00
-2.892948608172476455e-01,-1.265525484142913659e-01,1.165436245938307858e+00,-1.258372211940456564e+00
-2.866246976265316992e-01,-1.284893035337716649e-01,1.201682059730961871e+00,-1.295225392293469557e+00
-2.836573134444548283e-01,-1.310525700234633217e-01,1.236891097799625472e+00,-1.330682546395612675e+00
-2.802659004579863278e-01,-1.343452983344316787e-01,1.271141531105617783e+00,-1.364753995165199907e+00
-2.763614627587702155e-01,-1.383685653481563915e-01,1.304452018330086505e+00,-1.397436968122437673e+00
-2.719110810195689565e-01,-1.430278343045890688e-01,1.336803497316984446e+00,-1.428736400983143362e+00
-2.669504329388612263e-01,-1.482100219288710052e-01,1.368160564396647461e+00,-1.458665561417238354e+00
-2.615582273055641616e-01,-1.538472434179147807e-01,1.398505337256593206e+00,-1.487250381953302281e+00
-2.558149513140414166e-01,-1.599259608957390999e-01,1.427852509515251000e+00,-1.514532231754883496e+00
